original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
1129,3550112.0,3550542.0,1065.4094664536733,1065.61,It's,8,out
1130,3550544.0,3550767.0,1065.611,1065.73,It's out,11,of
1131,3550769.0,3551076.0,1065.731,1065.88,It's out of,14,my
1132,3551078.0,3552116.0,1065.881,1066.3884664536731,It's out of my,20,hands
1133,3552446.0,3553586.0,1066.54,1067.097284345048,It's out of my hands,29,señorita
1134,3554594.0,3554797.0,1067.59,1067.69,,3,The
1135,3554800.0,3555496.0,1067.691,1068.03,The,9,winds
1136,3555498.0,3555679.0,1068.031,1068.12,The winds,12,of
1137,3555688.0,3556239.0,1068.124194888179,1068.403194888179,The winds of,17,fate
1138,3556237.0,3556517.0,1068.401,1068.53,The winds of fate,22,have
1139,3556519.0,3557137.0,1068.531,1068.84,The winds of fate have,28,blown
1140,3557139.0,3557415.0,1068.841,1068.96,The winds of fate have blown,31,on
1141,3557418.0,3557748.0,1068.961,1069.13,The winds of fate have blown on,34,my
1142,3557841.0,3558957.0,1069.1757284345058,1069.73,The winds of fate have blown on my,42,destiny
1143,3560098.0,3560300.0,1070.27,1070.37,The winds of fate have blown on my destiny,46,but
1144,3560302.0,3560390.0,1070.371,1070.43,The winds of fate have blown on my destiny but,48,I
1145,3560392.0,3560633.0,1070.431,1070.54,The winds of fate have blown on my destiny but I,53,will
1146,3560635.0,3561044.0,1070.541,1070.75,The winds of fate have blown on my destiny but I will,59,never
1147,3561046.0,3561454.0,1070.751,1070.95,The winds of fate have blown on my destiny but I will never,66,forget
1148,3561554.0,3561595.0,1070.99,1071.01,The winds of fate have blown on my destiny but I will never forget,70,you
1149,3563480.0,3563760.0,1071.94,1072.07,,3,You
1150,3563762.0,3564029.0,1072.071,1072.2,You,7,are
1151,3564031.0,3564295.0,1072.201,1072.32,You are,11,the
1152,3564297.0,3564974.0,1072.321,1072.66,You are the,16,love
1153,3565169.0,3565439.0,1072.74,1072.88,You are the love,19,of
1154,3565441.0,3565811.0,1072.881,1073.07,You are the love of,22,my
1155,3565813.0,3566509.0,1073.071,1073.42,You are the love of my,27,life
1156,3568766.0,3569763.0,1074.5143130990427,1075.0007667731643,You are the love of my life,30,as
1157,3569806.0,3570515.0,1075.021661341852,1075.36,You are the love of my life as,33,uh
1158,3570551.0,3571073.0,1075.3773482428105,1075.64,You are the love of my life as uh,37,are
1159,3571081.0,3571716.0,1075.644194888179,1075.963194888179,You are the love of my life as uh are,41,you
1160,3573298.0,3573998.0,1076.7284345047924,1077.0701277955288,You are the love of my life as uh are you,45,and
1161,3573998.0,3574496.0,1077.0701277955288,1077.320287539938,You are the love of my life as uh are you and,48,uh
1162,3575140.0,3575934.0,1077.626198083067,1078.015814696486,You are the love of my life as uh are you and uh,52,you
1163,3576271.0,3576639.0,1078.18,1078.35,You are the love of my life as uh are you and uh you,56,and
1164,3576747.0,3577011.0,1078.4029073482418,1078.54,You are the love of my life as uh are you and uh you and,59,oh
1165,3577173.0,3578302.0,1078.6208722044723,1079.1730031948882,You are the love of my life as uh are you and uh you and oh,62,uh
1166,3578357.0,3579074.0,1079.2,1079.54,You are the love of my life as uh are you and uh you and oh uh,65,hi
1167,3579123.0,3579986.0,1079.56412140575,1080.003194888179,You are the love of my life as uh are you and uh you and oh uh hi,69,and
1168,3580061.0,3580276.0,1080.04,1080.12,You are the love of my life as uh are you and uh you and oh uh hi and,71,I
1169,3580279.0,3580569.0,1080.121,1080.28,You are the love of my life as uh are you and uh you and oh uh hi and I,74,don't
1171,3580571.0,3580914.0,1080.281,1080.44,You are the love of my life as uh are you and uh you and oh uh hi and I don't,82,know
1172,3580934.0,3581510.0,1080.45,1080.74,You are the love of my life as uh are you and uh you and oh uh hi and I don't know,86,you
1173,3581512.0,3581939.0,1080.741,1080.94,You are the love of my life as uh are you and uh you and oh uh hi and I don't know you,90,but
1174,3581941.0,3583023.0,1080.941,1081.4701597444084,You are the love of my life as uh are you and uh you and oh uh hi and I don't know you but,92,I'd
1176,3583023.0,3583612.0,1081.4701597444084,1081.7660063897763,You are the love of my life as uh are you and uh you and oh uh hi and I don't know you but I'd,99,like
1177,3583612.0,3584285.0,1081.7660063897763,1082.096038338659,You are the love of my life as uh are you and uh you and oh uh hi and I don't know you but I'd like,102,to
1178,3587543.0,3587682.0,1083.6869009584664,1083.7369009584663,,1,I
1179,3587682.0,3587952.0,1083.7369009584663,1083.8782747603825,I,5,got
1181,3587952.0,3588190.0,1083.8782747603825,1083.9942492012772,I got ta,11,go
1182,3593113.0,3593430.0,1086.3993610223645,1086.5547923322686,,1,I
1183,3593529.0,3593940.0,1086.61,1086.82,I,6,know
1184,3593942.0,3594202.0,1086.821,1086.93,I know,8,I
1185,3594204.0,3594486.0,1086.931,1087.07,I know I,13,know
1186,3594488.0,3594652.0,1087.071,1087.16,I know I know,15,I
1187,3594654.0,3594829.0,1087.161,1087.23,I know I know I,18,don't
1189,3594831.0,3595081.0,1087.231,1087.36,I know I know I don't,25,wan
1191,3595083.0,3595368.0,1087.361,1087.5,I know I know I don't wan na,34,leave
1192,3595368.0,3595691.0,1087.5,1087.65,I know I know I don't wan na leave,38,you
1193,3595691.0,3596047.0,1087.65,1087.841373801917,I know I know I don't wan na leave you,45,either
1194,3596085.0,3596823.0,1087.86,1088.22,I know I know I don't wan na leave you either,50,baby
1195,3597221.0,3597434.0,1088.404856230031,1088.51,I know I know I don't wan na leave you either baby,54,but
1196,3597434.0,3597643.0,1088.51,1088.6216613418524,I know I know I don't wan na leave you either baby but,58,you
1197,3597643.0,3597885.0,1088.6216613418524,1088.7385942492006,I know I know I don't wan na leave you either baby but you,63,know
1198,3597908.0,3598230.0,1088.75,1088.9,I know I know I don't wan na leave you either baby but you know,67,how
1199,3598232.0,3598950.0,1088.901,1089.26,I know I know I don't wan na leave you either baby but you know how,73,Shrek
1200,3598952.0,3599407.0,1089.261,1089.4748562300315,I know I know I don't wan na leave you either baby but you know how Shrek,76,is
1201,3600074.0,3600258.0,1089.79,1089.89,,3,The
1202,3600260.0,3600748.0,1089.891,1090.12,The,8,dude's
1204,3600750.0,3601281.0,1090.121,1090.3892971246005,The dude's,15,lost
1205,3601296.0,3601927.0,1090.3966869009578,1090.6956869009578,The dude's lost,23,without
1206,3601948.0,3602174.0,1090.7060702875394,1090.8348242811498,The dude's lost without,26,me
1207,3604473.0,3604942.0,1091.95,1092.17,,2,Don't
1209,3604944.0,3605418.0,1092.171,1092.41,Don't,11,worry
1210,3606215.0,3606383.0,1092.7923322683705,1092.8741214057495,Don't worry,13,I'll
1212,3606383.0,3606775.0,1092.8741214057495,1093.0741214057498,Don't worry I'll,21,send
1213,3606808.0,3607113.0,1093.09,1093.23,Don't worry I'll send,25,you
1214,3607115.0,3608018.0,1093.231,1093.69,Don't worry I'll send you,33,airmail
1215,3608020.0,3608713.0,1093.691,1094.02,Don't worry I'll send you airmail,40,kisses
1216,3608715.0,3609147.0,1094.021,1094.24,Don't worry I'll send you airmail kisses,46,every
1217,3609155.0,3609578.0,1094.244194888179,1094.443194888179,Don't worry I'll send you airmail kisses every,50,day
1218,3613985.0,3614463.0,1096.5965175718848,1096.82,,3,All
1219,3614465.0,3614974.0,1096.821,1097.08,All,9,right
1220,3615220.0,3615506.0,1097.19,1097.33,,2,Be
1221,3615508.0,3616102.0,1097.331,1097.63,Be,9,strong
1222,3616104.0,3616778.0,1097.631,1097.96,Be strong,16,babies
1223,3617085.0,3617429.0,1098.11,1098.27,,2,Be
1224,3617449.0,3618597.0,1098.28,1098.84,Be,9,strong
1225,3619255.0,3619613.0,1099.17,1099.32,,3,Now
1226,3619616.0,3620337.0,1099.321,1099.69,Now,9,Cocoa
1227,3620333.0,3621367.0,1099.687805111821,1100.192939297125,,6,Peanut
1228,3621704.0,3621927.0,1100.356805111821,1100.476805111821,Peanut,10,you
1229,3621927.0,3622355.0,1100.476805111821,1100.6681789137367,Peanut you,17,listen
1230,3622355.0,3622544.0,1100.6681789137367,1100.7681789137366,Peanut you listen,20,to
1231,3622545.0,3622688.0,1100.7684664536737,1100.84,Peanut you listen to,25,your
1232,3622690.0,3623286.0,1100.841,1101.1388817891363,Peanut you listen to your,31,momma
1233,3623294.0,3623455.0,1101.143076677316,1101.213194888179,Peanut you listen to your momma,35,all
1234,3623451.0,3623860.0,1101.211,1101.42,Peanut you listen to your momma all,41,right
1235,3624686.0,3624878.0,1101.8148562300316,1101.9,,3,And
1236,3624880.0,3625788.0,1101.901,1102.3526517571893,And,11,Bananas
1237,3626413.0,3626764.0,1102.65,1102.83,And Bananas,14,no
1238,3626772.0,3627175.0,1102.834194888179,1103.023194888179,And Bananas no,19,more
1239,3627171.0,3627787.0,1103.021,1103.33,And Bananas no more,28,roasting
1240,3627789.0,3628629.0,1103.331,1103.74,And Bananas no more roasting,41,marshmallows
1241,3628631.0,3628870.0,1103.741,1103.8590415335468,And Bananas no more roasting marshmallows,44,on
1242,3628887.0,3629022.0,1103.867348242811,1103.9420766773158,And Bananas no more roasting marshmallows on,49,your
1243,3629024.0,3629655.0,1103.9430766773155,1104.26,And Bananas no more roasting marshmallows on your,56,sister's
1245,3629657.0,3630062.0,1104.261,1104.44,And Bananas no more roasting marshmallows on your sister's,63,head
1246,3633735.0,3634788.0,1106.2345367412122,1106.75,,2,Oh
1247,3634783.0,3635311.0,1106.747805111821,1106.996805111821,Oh,7,that's
1249,3635320.0,3635707.0,1107.001,1107.2,Oh that's,12,my
1250,3635709.0,3636688.0,1107.201,1107.67,Oh that's my,20,special
1251,3636690.0,3637270.0,1107.671,1107.980734824282,Oh that's my special,24,boy
1252,3638149.0,3638452.0,1108.3920766773158,1108.53,,2,Oh
1253,3638454.0,3638809.0,1108.531,1108.714440894568,Oh,7,come
1254,3638817.0,3639207.0,1108.718635782747,1108.91,Oh come,12,over
1255,3639210.0,3639642.0,1108.911,1109.1120766773151,Oh come over,17,here
1256,3639993.0,3640415.0,1109.293194888179,1109.4816613418525,Oh come over here,21,all
1257,3640419.0,3640516.0,1109.4922460063892,1109.54,Oh come over here all,24,of
1258,3640518.0,3640755.0,1109.541,1109.6561022364208,Oh come over here all of,28,you
1259,3641084.0,3641391.0,1109.8083067092653,1109.9763578274772,Oh come over here all of you,33,give
1260,3641428.0,3641601.0,1109.9856869009586,1110.07,Oh come over here all of you give,38,your
1261,3641603.0,3642108.0,1110.071,1110.324856230031,Oh come over here all of you give your,44,daddy
1262,3642123.0,3642278.0,1110.3322460063891,1110.41,Oh come over here all of you give your daddy,46,a
1263,3642280.0,3642768.0,1110.411,1110.64,Oh come over here all of you give your daddy a,50,big
1264,3642770.0,3643510.0,1110.641,1111.00226837061,Oh come over here all of you give your daddy a big,54,hug
1265,3657958.0,3659409.0,1118.06,1118.77,,5,Shrek
1266,3662888.0,3663512.0,1120.46,1120.7744728434504,Shrek,11,maybe
1267,3663532.0,3663751.0,1120.7841533546325,1120.9,Shrek maybe,15,you
1268,3663753.0,3664199.0,1120.901,1121.11,Shrek maybe you,22,should
1269,3664201.0,3664903.0,1121.111,1121.444856230031,Shrek maybe you should,27,just
1270,3666224.0,3667777.0,1122.1,1122.85,Shrek maybe you should just,32,stay
1271,3668810.0,3669138.0,1123.353194888179,1123.513194888179,Shrek maybe you should just stay,36,and
1272,3669134.0,3669424.0,1123.511,1123.6624920127788,Shrek maybe you should just stay and,39,be
1273,3669584.0,3670437.0,1123.740169329074,1124.1574760383392,Shrek maybe you should just stay and be,44,king
1274,3671260.0,3671611.0,1124.55,1124.73,,2,Oh
1275,3671698.0,3672240.0,1124.772533546327,1125.0284664536734,Oh,7,come
1276,3672328.0,3673028.0,1125.071,1125.431533546327,Oh come,10,on
1277,3673487.0,3673975.0,1125.6465175718845,1125.8765175718845,,5,There's
1279,3674003.0,3674515.0,1125.8902971246,1126.15,There's,10,no
1280,3674517.0,3675025.0,1126.151,1126.39,There's no,14,way
1281,3675028.0,3675620.0,1126.391,1126.69,There's no way,16,I
1282,3675717.0,3676069.0,1126.7197539936103,1126.9,There's no way I,22,could
1283,3676071.0,3676544.0,1126.901,1127.14,There's no way I could,27,ever
1284,3676546.0,3676897.0,1127.141,1127.322492012779,There's no way I could ever,31,run
1285,3676906.0,3677047.0,1127.3266869009578,1127.3956869009578,There's no way I could ever run,33,a
1286,3677243.0,3678418.0,1127.473364217253,1128.0469329073485,There's no way I could ever run a,41,kingdom
1287,3679588.0,3680042.0,1128.61,1128.84,,4,That's
1289,3680044.0,3680345.0,1128.841,1128.99,That's,10,why
1290,3680347.0,3680601.0,1128.991,1129.1212460063891,That's why,15,your
1291,3680695.0,3681432.0,1129.166974440895,1129.52,That's why your,22,cousin
1292,3681440.0,3682280.0,1129.524194888179,1129.933194888179,That's why your cousin,29,arthur
1293,3682275.0,3682407.0,1129.931,1129.995271565494,That's why your cousin arthur,32,is
1294,3682416.0,3682580.0,1129.9994664536734,1130.0901277955263,That's why your cousin arthur is,34,a
1295,3683133.0,3684381.0,1130.36,1130.96,That's why your cousin arthur is a,42,perfect
1296,3684383.0,3685277.0,1130.961,1131.3983386581472,That's why your cousin arthur is a perfect,49,choice
1297,3685282.0,3685589.0,1131.400543130989,1131.55,,2,It's
1299,3685591.0,3686102.0,1131.551,1131.81,It's,8,not
1300,3686104.0,3686800.0,1131.811,1132.152364217253,It's not,13,that
1301,3687308.0,3688062.0,1132.39,1132.75,,2,No
1302,3689472.0,3690037.0,1133.446805111821,1133.7148562300313,,2,It's
1304,3690852.0,3691504.0,1134.113322683706,1134.4416613418523,It's,8,see
1305,3691679.0,3691993.0,1134.524856230031,1134.67,,3,And
1306,3691995.0,3692142.0,1134.671,1134.76,And,6,if
1307,3692163.0,3692346.0,1134.7701277955257,1134.86,And if,9,he
1308,3692348.0,3692775.0,1134.861,1135.06,And if he,15,gives
1309,3692795.0,3693184.0,1135.07,1135.27,And if he gives,18,me
1310,3693186.0,3693872.0,1135.271,1135.58,And if he gives me,22,any
1311,3693893.0,3694876.0,1135.59,1136.07,And if he gives me any,30,trouble
1312,3694878.0,3695163.0,1136.071,1136.22,And if he gives me any trouble,32,I've
1314,3695165.0,3695803.0,1136.221,1136.54,And if he gives me any trouble I've,42,always
1315,3695805.0,3696288.0,1136.541,1136.77,And if he gives me any trouble I've always,46,got
1316,3696291.0,3697991.0,1136.771,1137.61,And if he gives me any trouble I've always got,57,persuasion
1317,3697993.0,3698591.0,1137.611,1137.9016613418532,And if he gives me any trouble I've always got persuasion,61,and
1318,3698613.0,3699587.0,1137.9122460063895,1138.3905431309902,And if he gives me any trouble I've always got persuasion and,68,reason
1319,3700938.0,3701596.0,1139.05,1139.38,,4,Here's
1321,3701598.0,3703053.0,1139.381,1140.0829073482423,Here's,17,persuasion
1322,3704136.0,3704641.0,1140.61,1140.85,Here's persuasion,21,and
1323,3704643.0,3705282.0,1140.851,1141.17,Here's persuasion and,26,here's
1325,3705284.0,3706299.0,1141.171,1141.6697124600628,Here's persuasion and here's,35,reason
1326,3712371.0,3713650.0,1144.635686900959,1145.25,,5,Fiona
1327,3715446.0,3716286.0,1146.12,1146.53,Fiona,10,soon
1328,3716288.0,3716658.0,1146.531,1146.72,Fiona soon,13,it's
1330,3716660.0,3717029.0,1146.721,1146.9,Fiona soon it's,20,just
1331,3717031.0,3717478.0,1146.901,1147.13,Fiona soon it's just,24,gon
1333,3717481.0,3717886.0,1147.131,1147.32,Fiona soon it's just gon na,30,be
1334,3717889.0,3718796.0,1147.321,1147.7652715654951,Fiona soon it's just gon na be,34,you
1335,3720403.0,3721146.0,1148.5593290734823,1148.9120766773156,Fiona soon it's just gon na be you,37,me
1336,3722797.0,3723250.0,1149.72,1149.94,Fiona soon it's just gon na be you me,41,and
1337,3723252.0,3723573.0,1149.941,1150.088881789137,Fiona soon it's just gon na be you me and,45,our
1338,3723601.0,3724686.0,1150.1026613418526,1150.65,Fiona soon it's just gon na be you me and our,51,swamp
1339,3729941.0,3730350.0,1153.21,1153.41,,2,It's
1341,3730352.0,3730760.0,1153.411,1153.6,It's,8,not
1342,3730762.0,3731134.0,1153.601,1153.790830670926,It's not,14,going
1343,3731136.0,3731318.0,1153.791830670926,1153.880830670926,It's not going,17,to
1344,3731430.0,3731922.0,1153.9361437699688,1154.17,It's not going to,20,be
1345,3731924.0,3732441.0,1154.171,1154.43,It's not going to be,25,just
1346,3732443.0,3732770.0,1154.431,1154.5841853035151,It's not going to be just,29,you
1347,3732770.0,3733044.0,1154.5841853035151,1154.7341853035152,It's not going to be just you,33,and
1348,3733029.0,3733545.0,1154.726805111821,1154.970830670926,It's not going to be just you and,36,me
1349,3737167.0,3738569.0,1156.73,1157.4241214057513,,3,All
1350,3738604.0,3741362.0,1157.4410958466449,1158.787220447285,All,10,aboard
1351,3743633.0,3744058.0,1159.899041533546,1160.097955271566,,2,It
1352,3744149.0,3744884.0,1160.16,1160.5,It,7,will
1353,3744884.0,3745475.0,1160.5,1160.7980830670926,It will,10,be
1354,3747851.0,3748241.0,1161.96,1162.14,,1,I
1355,3748348.0,3749940.0,1162.192118210863,1162.9780511182112,I,9,promise
1356,3752230.0,3752538.0,1164.09,1164.24,,1,I
1357,3752540.0,3753053.0,1164.241,1164.5,I,6,love
1358,3753055.0,3753328.0,1164.501,1164.6262619808308,I love,10,you
1359,3767273.0,3769156.0,1171.4472843450478,1172.357667731631,,3,Aww
1360,3769156.0,3769908.0,1172.357667731631,1172.7279552715677,Aww,8,that's
1362,3770015.0,3771450.0,1172.780127795526,1173.47,Aww that's,17,lovely
1363,3771796.0,3772300.0,1173.6485623003196,1173.8848242811507,,3,Bye
1364,3772359.0,3772800.0,1173.9137380191694,1174.1404153354642,Bye,7,bye
1365,3772841.0,3773927.0,1174.16,1174.6911182108634,Bye bye,14,babies
1366,3791326.0,3792607.0,1183.18,1183.8162619808304,,5,Shrek
1367,3793579.0,3794775.0,1184.29,1184.8735143769975,,4,Yeah
1368,3795867.0,3797060.0,1185.39,1185.9805750798726,,4,Wait
1369,3797608.0,3798224.0,1186.24,1186.55,,4,What
1370,3798226.0,3798732.0,1186.551,1186.8076357827472,What,7,is
1371,3798789.0,3799716.0,1186.8180191693289,1187.2884984025552,What is,10,it
1372,3800943.0,3801798.0,1187.87,1188.2884984025566,,1,I'm
1374,3803021.0,3803627.0,1188.8848562300318,1189.2,I'm,5,I'm
1376,3812163.0,3812734.0,1193.3514376996804,1193.6218849840263,,1,I
1377,3812788.0,3813406.0,1193.648051118211,1193.96,I,6,love
1378,3813409.0,3813960.0,1193.961,1194.23,I love,10,you
1379,3813962.0,3814756.0,1194.231,1194.61,I love you,14,too
1380,3814742.0,3815842.0,1194.6188498402546,1195.14,I love you too,20,honey
1381,3817025.0,3818113.0,1195.744408945687,1196.2501597444073,,2,no
1382,3819052.0,3819456.0,1196.7092651757189,1196.914696485624,no,5,no
1383,3819456.0,3819777.0,1196.914696485624,1197.0797124600651,no no,7,I
1384,3820170.0,3820819.0,1197.2715654952076,1197.589776357829,no no I,12,said
1385,3820819.0,3821454.0,1197.589776357829,1197.8899361022386,no no I said,14,I'm
1387,3828498.0,3829096.0,1201.332268370607,1201.6322683706069,,3,You're
1389,3829096.0,3830417.0,1201.6322683706069,1202.2603833865817,You're,11,what
1390,3831191.0,3831592.0,1202.654952076677,1202.8423322683702,,1,I
1391,3831660.0,3832843.0,1202.8753993610217,1203.4555910543154,I,6,said
1392,3832918.0,3833561.0,1203.4920127795526,1203.804952076678,I said,8,I'm
1394,3833784.0,3836014.0,1203.9137380191694,1205.0031948881806,I said I'm,19,pregnant
1395,3840740.0,3841512.0,1207.29392971246,1207.698402555911,,4,Yeah
1396,3841512.0,3844724.0,1207.698402555911,1209.2669329073508,Yeah,8,uhh
1397,3844946.0,3845539.0,1209.367412140575,1209.6472843450483,Yeah uhh,13,what
1398,3845539.0,3845982.0,1209.6472843450483,1209.873961661343,Yeah uhh what,17,was
1399,3846078.0,3847073.0,1209.9201277955272,1210.4057507987222,Yeah uhh what was,22,that
1400,3848139.0,3848679.0,1210.9105431309904,1211.1817891373794,,3,you're
1402,3848679.0,3849406.0,1211.1817891373794,1211.5468051118194,you're,12,going
1403,3849406.0,3849632.0,1211.5468051118194,1211.6468051118193,you're going,15,to
1404,3850114.0,3850880.0,1211.8736421725228,1212.2579872204471,you're going to,18,be
1405,3850913.0,3851265.0,1212.2739616613403,1212.4357827476038,you're going to be,20,a
1406,3851765.0,3853749.0,1212.6900958466454,1213.6578274760373,you're going to be a,27,father
1407,3858366.0,3859001.0,1215.923322683706,1216.223322683706,,4,That's
1409,3859321.0,3861432.0,1216.3801916932907,1217.4033546325877,That's,12,great
1410,3862462.0,3863516.0,1217.9073482428114,1218.4217252396174,,6,Really
1411,3864587.0,3865134.0,1218.9620766773155,1219.22,,1,I'm
1413,3865136.0,3865929.0,1219.221,1219.61,I'm,8,glad
1414,3865931.0,3866340.0,1219.611,1219.81,I'm glad,12,you
1415,3866342.0,3867020.0,1219.811,1220.141661341852,I'm glad you,18,think
1416,3867037.0,3868341.0,1220.1497124600623,1220.7895207667746,I'm glad you think,21,so
1417,3869507.0,3869818.0,1221.34,1221.5,,1,I
1418,3869820.0,3870532.0,1221.501,1221.8579233226842,I,6,love
1419,3870587.0,3872141.0,1221.8844824281157,1222.6351118210885,I love,10,you
1420,3872866.0,3874098.0,1222.99,1223.5911821086272,,4,Yeah
1421,3876700.0,3877290.0,1224.87,1225.15,Yeah,7,me
1422,3877292.0,3878383.0,1225.151,1225.6838019169345,Yeah me,11,too
1423,3879869.0,3881094.0,1226.41,1226.9901916932906,,3,You
1424,3888863.0,3889031.0,1230.7955271565495,1230.8944089456866,,1,I'm
1426,3889031.0,3889355.0,1230.8944089456866,1231.0453674121393,I'm,7,gon
1428,3889355.0,3889530.0,1231.0453674121393,1231.1293929712442,I'm gon na,13,be
1429,3889556.0,3889754.0,1231.142076677316,1231.23,I'm gon na be,16,an
1430,3889756.0,3890408.0,1231.231,1231.56,I'm gon na be an,22,uncle
1431,3891311.0,3891798.0,1232.0,1232.23,I'm gon na be an uncle,24,I'm
1433,3891800.0,3892147.0,1232.231,1232.4,I'm gon na be an uncle I'm,30,gon
1435,3892149.0,3892395.0,1232.401,1232.53,I'm gon na be an uncle I'm gon na,36,be
1436,3892397.0,3892671.0,1232.531,1232.665399361023,I'm gon na be an uncle I'm gon na be,39,an
1437,3892666.0,3893257.0,1232.6632044728424,1232.9602875399369,I'm gon na be an uncle I'm gon na be an,45,uncle
1438,3894133.0,3894337.0,1233.37,1233.47,I'm gon na be an uncle I'm gon na be an uncle,47,I'm
1440,3894337.0,3894721.0,1233.47,1233.6656869009582,I'm gon na be an uncle I'm gon na be an uncle I'm,53,gon
1442,3894721.0,3894906.0,1233.6656869009582,1233.765686900958,I'm gon na be an uncle I'm gon na be an uncle I'm gon na,59,be
1443,3894906.0,3895112.0,1233.765686900958,1233.865686900958,I'm gon na be an uncle I'm gon na be an uncle I'm gon na be,62,an
1444,3895112.0,3896029.0,1233.865686900958,1234.31376996805,I'm gon na be an uncle I'm gon na be an uncle I'm gon na be an,68,uncle
1445,3896992.0,3897430.0,1234.7667731629392,1234.9902555910548,,3,And
1446,3897531.0,3898123.0,1235.04,1235.32,And,7,you
1447,3898125.0,3898515.0,1235.321,1235.52,And you,10,my
1448,3898517.0,3899723.0,1235.521,1236.1092971245998,And you my,17,friend
1449,3900871.0,3901322.0,1236.67,1236.9,And you my friend,21,are
1450,3901324.0,3902813.0,1236.901,1237.62,And you my friend are,29,royally
1451,3982709.0,3984021.0,1276.626198083067,1277.2734824281158,,4,Home
1452,4009638.0,4011667.0,1289.7635782747604,1290.7547923322684,,5,Shrek
1453,4012197.0,4013126.0,1291.0223642172523,1291.4769968051116,,2,Oh
1454,4017302.0,4018653.0,1293.5176038338648,1294.1856869009582,,5,Fiona
1455,4028238.0,4029387.0,1298.85,1299.42,Fion,9,Fiona
1456,4070518.0,4071175.0,1319.4984025559106,1319.8092651757206,,2,Oh
1457,4071242.0,4071904.0,1319.8412140575078,1320.1744408945683,Oh,5,no
1458,4080166.0,4080822.0,1324.21,1324.53,,6,Better
1459,4080824.0,4081174.0,1324.531,1324.72,Better,10,out
1460,4081355.0,4081718.0,1324.8,1324.96,Better out,15,than
1461,4081720.0,4082111.0,1324.961,1325.16,Better out than,18,in
1462,4082251.0,4082562.0,1325.2300319488818,1325.3886581469646,Better out than in,20,I
1463,4082562.0,4083376.0,1325.3886581469646,1325.778115015975,Better out than in I,27,always
1464,4083376.0,4083971.0,1325.778115015975,1326.0686900958483,Better out than in I always,31,say
1465,4088199.0,4089437.0,1328.1344408945704,1328.7391054313125,,4,Whoa
1466,4096217.0,4097297.0,1332.060702875399,1332.5706070287547,,4,Whoa
1467,4098215.0,4099222.0,1333.0191693290735,1333.509904153355,Whoa,9,whoa
1468,4105176.0,4105975.0,1336.4191054313112,1336.8096805111836,,2,No
1469,4106105.0,4106539.0,1336.8735782747626,1337.094984025562,N,3,No
1470,4106572.0,4107116.0,1337.111,1337.3673801916937,,2,No
1471,4107116.0,4107791.0,1337.3673801916937,1337.7069968051132,No,5,no
1472,4109442.0,4109738.0,1338.520766773163,1338.6399361022368,No no,8,no
1473,4109771.0,4110124.0,1338.6559105431315,1338.8293929712472,No no no,11,no
1474,4110124.0,4111024.0,1338.8293929712472,1339.2680511182114,No no no no,14,no
1475,4111317.0,4112036.0,1339.420287539937,1339.7790734824298,No no no no no,17,no
1476,4112158.0,4112627.0,1339.8402555910543,1340.0584664536746,No no no no no no,20,no
1477,4112627.0,4113109.0,1340.0584664536746,1340.3031948881796,,2,It's
1479,4113109.0,4114478.0,1340.3031948881796,1340.9632587859444,It's,9,okay
1480,4114649.0,4114905.0,1341.046325878597,1341.1632587859444,,2,it's
1482,4114905.0,4115194.0,1341.1632587859444,1341.304632587861,it's,8,gon
1484,4115194.0,4115379.0,1341.304632587861,1341.404632587861,it's gon na,14,be
1485,4115379.0,4115685.0,1341.404632587861,1341.554632587861,it's gon na be,18,all
1486,4115685.0,4116361.0,1341.554632587861,1341.8749201277976,it's gon na be all,24,right
1487,4116646.0,4116989.0,1342.0223642172523,1342.1990415335474,,2,da
1488,4117072.0,4117935.0,1342.2405750798732,1342.6440894568702,da,5,da
1489,4138355.0,4138807.0,1352.628274760383,1352.838977635783,,3,Hey
1490,4138807.0,4139314.0,1352.838977635783,1353.0976038338663,Hey,7,hey
1491,4139441.0,4139627.0,1353.1405750798722,1353.240575079872,Hey hey,10,no
1492,4139627.0,4139970.0,1353.240575079872,1353.4172523961663,Hey hey no,13,no
1493,4140273.0,4140875.0,1353.5654952076677,1353.850798722045,Hey hey no no,16,no
1494,4144093.0,4144724.0,1355.4217252396163,1355.732587859426,,2,no
1495,4144859.0,4145323.0,1355.7987220447285,1356.0329073482428,no,5,no
1496,4145406.0,4145612.0,1356.073482428115,1356.173482428115,no no,8,no
1497,4145612.0,4145930.0,1356.173482428115,1356.3214057507994,no no no,11,no
1498,4145930.0,4146389.0,1356.3214057507994,1356.5364217252409,no no no no,14,no
1499,4146774.0,4147033.0,1356.7348242811502,1356.860383386582,no no no no no,17,no
1500,4147033.0,4147471.0,1356.860383386582,1357.08178913738,no no no no no no,20,no
1501,4150680.0,4151229.0,1358.65,1358.91,,3,Hey
1502,4151665.0,4152212.0,1359.1314472843455,1359.39,Hey,7,hey
1503,4157712.0,4158490.0,1362.0851437699716,1362.4567092651796,,2,Oh
1504,4158490.0,4159066.0,1362.4567092651796,1362.7292332268407,Oh,5,no
1505,4159301.0,4159628.0,1362.85303514377,1363.00303514377,Oh no,9,hey
1506,4159628.0,4159934.0,1363.00303514377,1363.1530351437702,Oh no hey,13,hey
1507,4160076.0,4160967.0,1363.223642172524,1363.6760383386593,Oh no hey hey,18,wait
